球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,627,52.2%,147.6,64,89,164,190,50.6%,18.4%,.242,157,38,1,39,14,1
スライダー,126,10.5%,130.4,11,25,21,52,45.2%,22.4%,.280,25,7,0,8,1,1
フォーク,103,8.6%,136.2,23,15,10,35,46.6%,43.4%,.207,29,6,0,9,0,0
カットボール,82,6.8%,137.8,4,15,18,33,45.1%,11.8%,.231,13,3,0,1,3,0
チェンジアップ,73,6.1%,132.5,15,5,10,29,41.1%,38.5%,.200,20,4,0,6,0,0
カーブ,53,4.4%,119.0,3,15,8,22,49.1%,18.8%,.250,8,2,0,3,0,0
スプリット,45,3.7%,139.9,5,8,11,12,53.3%,20.0%,.167,12,2,0,3,0,0
ツーシーム,33,2.7%,139.6,5,7,6,9,54.5%,29.4%,.250,8,2,0,2,0,0
シンカー,32,2.7%,131.4,5,6,1,11,37.5%,33.3%,.091,11,1,0,2,0,0
縦スライダー,11,0.9%,127.8,0,2,2,6,36.4%,0.0%,1.000,1,1,0,0,0,0
パワーカーブ,11,0.9%,121.9,0,0,2,9,18.2%,0.0%,-,0,0,0,0,0,0
シュート,4,0.3%,140.7,0,0,1,2,25.0%,0.0%,-,0,0,0,0,0,0
ナックルカーブ,1,0.1%,118.0,0,0,0,1,0.0%,-%,-,0,0,0,0,0,0
