打率.232,試合118,打席307,打数284,得点45,安打66,内安6,内安率9.1,２Ｂ5,３Ｂ10,本塁1,HR勝敗1-0-0,塁打94,打点18,三振73
四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,成功率,失策,捕逸,併殺打,得点圏,出塁率,長打率,OPS
18,0,2,3,0,25,10,71.4,3,0,1,.288,.283,.331,.614
