球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
エスコンＦ,.265,56,144,132,26,35,3,3,0,44,9,32,10,0,0,2,0,16,7,0,.317,.333,0.65
みずほPayPay,.000,9,18,16,1,0,0,0,0,0,1,8,1,0,0,1,0,2,0,0,.059,.000,0.059
ZOZOマリン,.258,9,32,31,4,8,1,4,0,17,1,6,1,0,0,0,0,1,0,1,.281,.548,0.83
楽天モバイル,.250,12,31,28,3,7,0,0,1,10,3,8,3,0,0,0,0,2,2,0,.323,.357,0.68
京セラD大阪,.304,10,25,23,4,7,1,0,0,8,1,6,0,0,2,0,0,2,0,1,.360,.348,0.708
ベルーナドーム,.120,11,27,25,3,3,0,1,0,5,1,5,2,0,0,0,0,0,0,1,.185,.200,0.385
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
東京ドーム,.143,5,7,7,1,1,0,0,0,1,0,3,0,0,0,0,0,1,0,0,.143,.143,0.286
甲子園,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
横浜,.300,3,10,10,1,3,0,1,0,5,2,2,0,0,0,0,0,1,0,0,.300,.500,0.8
マツダスタジアム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
神宮,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
バンテリンドーム,.167,3,13,12,2,2,0,1,0,4,0,3,1,0,0,0,0,0,1,0,.231,.333,0.564
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
