条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.241,238,220,53,4,9,1,53,16,1,1,0
対左投手,0.203,69,64,13,1,1,0,20,2,1,2,0
