打順,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
Home,0.265,56,144,132,26,35,3,3,0,44,9,32,10,0,0,2,0,16,7,0,0.317,0.333,0.65
Visitor,0.204,62,163,152,19,31,2,7,1,50,9,41,8,0,2,1,0,9,3,3,0.253,0.329,0.582
