打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,50,12,0.24,0,5,9,3,0,0.356
2打席目,52,12,0.231,1,12,8,0,0,0.333
3打席目,47,13,0.277,0,6,4,0,1,0.327
4打席目,25,3,0.12,0,3,2,4,0,0.185
5打席目以上,5,2,0.4,0,0,0,0,0,0.4
