条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.211,151,128,27,4,1,2,51,15,4,3,1
対左打者,0.202,119,104,21,0,0,1,34,8,5,1,1
