球場,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
みずほPayPay,1.99,32,0,32,1,3,5,14,6,15,1,3,31.2,24,3,40,10,1,9,7,1.07,0.209,-,3.52
エスコンＦ,3.38,6,0,6,0,1,2,1,2,1,0,1,5.1,6,0,8,3,2,3,2,1.69,0.286,-,1.78
ZOZOマリン,0.00,6,0,6,0,0,0,6,0,6,0,0,6.1,1,0,7,4,2,0,0,0.79,0.05,-,99.00
楽天モバイル,9.00,4,0,4,1,0,0,1,1,2,1,0,4.0,5,0,5,0,2,4,4,1.25,0.313,-,1.00
京セラD大阪,0.00,7,0,7,0,0,2,3,2,3,0,0,7.0,6,0,12,2,1,0,0,1.14,0.222,-,99.00
ベルーナドーム,0.00,5,0,5,0,0,1,3,1,3,0,0,5.0,3,0,6,1,0,0,0,0.8,0.176,-,99.00
Pa その他,0.00,1,0,1,0,0,0,1,0,1,0,0,1.0,1,0,1,0,1,0,0,1.0,0.333,-,99.00
東京ドーム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
甲子園,0.00,2,0,2,1,0,0,1,1,2,1,0,2.0,2,0,4,0,0,0,0,1.0,0.286,-,99.00
横浜,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
マツダスタジアム,0.00,1,0,1,0,0,0,1,0,1,0,0,1.0,0,0,1,0,0,0,0,0.0,0.0,-,99.00
神宮,0.00,1,0,1,0,0,0,0,0,0,0,0,1.0,0,0,1,3,0,1,0,3.0,0.0,-,1.00
バンテリンドーム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
