球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
神宮,.222,24,68,63,3,14,3,0,0,17,4,13,2,0,0,1,2,0,0,1,.239,.270,0.509
東京ドーム,.400,2,6,5,0,2,0,0,0,2,0,1,1,0,0,0,0,0,0,0,.500,.400,0.9
甲子園,.182,3,11,11,1,2,0,0,0,2,2,5,0,0,0,0,0,0,0,0,.182,.182,0.364
横浜,.000,3,3,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,.000,.000,0.0
マツダスタジアム,.333,4,16,15,3,5,2,0,0,7,0,3,0,0,1,0,0,0,0,0,.375,.467,0.842
バンテリンドーム,.200,4,13,10,2,2,0,0,0,2,0,1,1,0,2,0,0,0,0,0,.385,.200,0.585
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
みずほPayPay,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
エスコンＦ,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
ZOZOマリン,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
楽天モバイル,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
京セラD大阪,.182,4,14,11,2,2,1,0,0,3,0,3,2,0,1,0,0,0,0,0,.357,.273,0.63
ベルーナドーム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
