打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,27,5,0.185,0,5,1,0,0,0.214
2打席目,26,9,0.346,0,5,2,0,0,0.393
3打席目,24,6,0.25,0,5,1,1,1,0.269
4打席目,21,2,0.095,0,7,1,0,0,0.136
5打席目以上,4,1,0.25,0,2,3,0,1,0.5
