条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.287,119,108,31,3,0,1,18,8,0,2,1
対左打者,0.217,92,83,18,6,1,0,22,5,0,3,1
