球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,336,44.5%,141.4,28,73,79,99,53.6%,17.1%,0.297,74,22,0,22,6,0
スライダー,206,27.3%,125.6,25,43,30,66,47.6%,25.8%,0.271,48,13,0,7,1,0
チェンジアップ,194,25.7%,129.2,21,31,16,69,35.1%,22.3%,0.197,66,13,1,10,4,0
スローカーブ,11,1.5%,93.4,3,0,0,7,27.3%,75.0%,0.0,2,0,0,1,0,0
カットボール,8,1.1%,130.6,2,0,2,3,50.0%,40.0%,1.0,1,1,0,0,0,0
