アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,39,27.1%,安打,49,73.1%
フライ,60,41.7%,四死球,13,19.4%
空三振,27,18.8%,失策出塁,4,6.0%
見三振,13,9.0%,野選,1,1.5%
犠打,5,3.5%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
