種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
Home,2.35,24,0,24,0,3,4,15,4,15,0,3,23.0,23,0,14,3,0,8,6,1.13,0.261,-,2.88
Visitor,1.91,29,0,29,1,0,4,16,5,17,1,0,28.1,26,1,26,10,0,7,6,1.27,0.252,-,4.05
