球場,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
甲子園,2.70,21,0,21,0,3,2,14,2,14,0,3,20.0,21,0,11,2,0,8,6,1.15,0.266,-,2.50
東京ドーム,3.00,6,0,6,0,0,0,4,0,4,0,0,6.0,6,1,5,0,0,2,2,1.0,0.261,-,3.00
横浜,0.00,5,0,5,0,0,1,3,1,3,0,0,5.0,4,0,7,2,0,0,0,1.2,0.222,-,99.00
マツダスタジアム,2.08,5,0,5,0,0,0,4,0,4,0,0,4.1,4,0,5,2,0,1,1,1.38,0.25,-,4.33
神宮,5.40,5,0,5,1,0,0,2,1,3,1,0,5.0,7,0,6,2,0,4,3,1.8,0.35,-,1.25
バンテリンドーム,0.00,4,0,4,0,0,1,2,1,2,0,0,4.0,3,0,1,2,0,0,0,1.25,0.214,-,99.00
Ce その他,0.00,3,0,3,0,0,2,1,2,1,0,0,2.2,0,0,2,0,0,0,0,0.0,0.0,-,99.00
みずほPayPay,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
エスコンＦ,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
ZOZOマリン,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
楽天モバイル,0.00,1,0,1,0,0,1,0,1,0,0,0,2.0,0,0,1,1,0,0,0,0.5,0.0,-,99.00
京セラD大阪,0.00,2,0,2,0,0,1,1,1,1,0,0,2.0,2,0,1,1,0,0,0,1.5,0.333,-,99.00
ベルーナドーム,0.00,1,0,1,0,0,0,0,0,0,0,0,0.1,2,0,1,1,0,0,0,9.0,0.667,-,99.00
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
