種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
DayGame,3.77,14,0,14,0,2,2,9,2,9,0,2,14.1,15,1,11,3,0,6,6,1.26,0.273,-,2.39
Nighter,1.46,39,0,39,1,1,6,22,7,23,1,1,37.0,34,0,29,10,0,9,6,1.19,0.25,-,4.11
