チーム,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
巨人,0.22,18,56,50,4,11,2,0,2,19,5,5,5,0,0,0,1,0,0,1,0.286,0.38,0.666
阪神,0.266,20,74,64,6,17,6,0,2,29,6,16,8,1,0,0,2,0,0,1,0.338,0.453,0.791
ＤｅＮＡ,0.233,19,67,60,6,14,2,0,3,25,8,9,6,1,0,0,1,1,0,0,0.299,0.417,0.715
広島,0.2,17,70,65,2,13,2,0,2,21,7,11,5,2,0,0,0,2,1,0,0.257,0.323,0.58
中日,0.263,18,63,57,3,15,3,0,2,24,7,11,6,0,0,0,0,0,0,2,0.333,0.421,0.754
