条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.177,93,79,14,1,0,2,15,13,0,1,0
対左投手,0.231,15,13,3,1,0,0,4,1,0,1,0
