アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,18,23.4%,安打,17,54.8%
フライ,38,49.4%,四死球,14,45.2%
空三振,16,20.8%,失策出塁,0,0.0%
見三振,3,3.9%,野選,0,0.0%
犠打,2,2.6%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
