左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
32.9% (24),32.9% (24),32.9% (24),32.9% (24),32.9% (24),32.9% (24),34.2% (25),34.2% (25),34.2% (25)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
26.7% (4),50.0% (1),33.9% (19),53.3% (8),50.0% (1),26.8% (15),20.0% (3),0.0% (0),39.3% (22)
