打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,96,32,0.333,1,15,4,0,1,0.356
2打席目,97,26,0.268,2,18,4,0,0,0.297
3打席目,91,32,0.352,0,16,9,0,1,0.406
4打席目,86,20,0.233,0,22,6,0,1,0.28
5打席目以上,39,6,0.154,0,11,1,0,0,0.175
