球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,740,45.5%,147.3,58,110,218,220,52.2%,14.1%,.253,166,42,0,32,6,5
スライダー,209,12.9%,130.6,40,38,25,65,49.3%,37.7%,.298,57,17,2,17,3,2
フォーク,161,9.9%,136.3,30,14,29,51,45.3%,31.3%,.300,50,15,0,15,1,0
ツーシーム,121,7.4%,145.2,7,22,20,38,40.5%,11.5%,.400,35,14,0,1,1,1
カットボール,106,6.5%,138.1,14,20,17,33,48.1%,26.4%,.259,27,7,0,5,1,0
カーブ,101,6.2%,115.9,3,28,12,39,42.6%,8.8%,.136,22,3,0,3,2,0
チェンジアップ,98,6.0%,125.8,14,12,20,26,46.9%,23.3%,.355,31,11,1,5,0,0
縦スライダー,22,1.4%,133.7,5,6,1,6,54.5%,50.0%,.125,8,1,0,4,1,0
ナックルカーブ,18,1.1%,124.6,1,2,4,7,38.9%,11.1%,.400,5,2,0,1,1,0
シュート,17,1.0%,140.5,3,2,2,4,41.2%,27.3%,.333,6,2,0,0,0,0
スプリット,13,0.8%,137.5,2,1,6,1,69.2%,18.2%,.000,4,0,0,1,0,0
シンカー,11,0.7%,133.3,1,4,1,1,54.5%,16.7%,.750,4,3,0,0,0,0
高速スライダー,5,0.3%,138.0,3,0,0,1,60.0%,75.0%,.000,2,0,0,1,0,0
パワーカーブ,2,0.1%,125.0,0,1,0,1,50.0%,-%,-,0,0,0,0,0,0
ワンシーム,2,0.1%,140.0,0,1,1,0,100.0%,0.0%,-,0,0,0,0,0,0
