条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.267,310,292,78,16,3,1,59,13,4,0,1
対左投手,0.312,134,125,39,11,0,2,26,3,4,0,2
