左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
35.2% (116),35.2% (116),35.2% (116),27.9% (92),27.9% (92),27.9% (92),37.0% (122),37.0% (122),37.0% (122)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
28.1% (32),100.0% (3),38.0% (81),40.4% (46),0.0% (0),21.6% (46),31.6% (36),0.0% (0),40.4% (86)
