HQS率-,SQS率-,被打率.360,被BABIP.500,被出塁率.467,被長打率.520,K/BB1.75,K/911.81,BB/96.75,HR/90.00,GO/AO0.50,援護率-,IPR0.59,NHB%20.0%
FIP,LOB%,RSAA,RSWIN,PR,KD,失点時回数,援護回,援護点,救援時回数,救援時失点,NHB,無失点,
2.96,35.7%,-7.06,-0.83,-7.24,16,2.1,0,0,5.1,9,1,3,
