球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,63,53.4%,143.2,3,13,11,27,42.9%,13.0%,.333,12,4,0,3,3,0
カットボール,32,27.1%,129.4,4,6,5,10,46.9%,25.0%,.375,8,3,0,1,1,0
フォーク,21,17.8%,132.9,3,2,7,7,57.1%,25.0%,.400,5,2,0,3,0,1
ツーシーム,2,1.7%,140.0,1,1,0,0,100.0%,100.0%,-,0,0,0,0,0,0
