アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,12,25.0%,安打,12,50.0%
フライ,23,47.9%,四死球,10,41.7%
空三振,4,8.3%,失策出塁,1,4.2%
見三振,7,14.6%,野選,1,4.2%
犠打,2,4.2%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
