防御率0.54,試合17,先発0,救援17,連投(試)0,連投(日)0,勝利0,敗戦1,HLD4,Ｓ0,ＨＰ4,ＳＰ0,救勝0,救敗1,完投0,完封0,無四球0
勝率,回数,被打者,投球数,P/IP,被安,被本,三振,四球,故意四,死球,暴投,ボーク,失点,自責,WHIP,QS率
.000,16.2,72,292,17.5,12,0,11,10,1,0,0,0,2,1,1.32,-
