打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,26,5,0.192,0,7,2,1,0,0.25
2打席目,27,7,0.259,0,7,1,1,0,0.286
3打席目,24,3,0.125,0,9,0,1,0,0.125
4打席目,13,2,0.154,0,6,3,2,0,0.313
5打席目以上,3,1,0.333,0,0,0,0,0,0.333
