球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,74,50.3%,147.7,8,19,15,22,56.8%,24.2%,.125,16,2,0,7,1,0
スライダー,25,17.0%,131.5,1,7,2,9,40.0%,11.1%,.143,7,1,0,1,0,0
フォーク,22,15.0%,137.4,5,1,4,10,45.5%,45.5%,.000,4,0,0,2,0,0
カットボール,9,6.1%,137.0,3,3,1,0,77.8%,50.0%,.333,3,1,0,2,0,0
チェンジアップ,5,3.4%,135.0,1,0,0,3,20.0%,50.0%,.000,1,0,0,0,0,0
スプリット,4,2.7%,141.0,2,1,0,1,75.0%,100.0%,.000,1,0,0,1,0,0
ツーシーム,3,2.0%,140.0,1,1,0,0,66.7%,50.0%,.000,1,0,0,0,0,0
ナックルカーブ,2,1.4%,120.5,0,1,0,1,50.0%,-%,-,0,0,0,0,0,0
縦スライダー,1,0.7%,117.0,0,0,0,1,0.0%,-%,-,0,0,0,0,0,0
カーブ,1,0.7%,120.0,0,1,0,0,100.0%,-%,-,0,0,0,0,0,0
シンカー,1,0.7%,126.0,0,1,0,0,100.0%,-%,-,0,0,0,0,0,0
