防御率3.95,試合29,先発0,救援29,連投(試)1,連投(日)1,勝利1,敗戦1,HLD0,Ｓ1,ＨＰ1,ＳＰ2,救勝1,救敗1,完投0,完封0,無四球0
勝率,回数,被打者,投球数,P/IP,被安,被本,三振,四球,故意四,死球,暴投,ボーク,失点,自責,WHIP,QS率
.500,27.1,113,467,17.1,25,3,21,8,0,0,0,0,12,12,1.21,-
