チーム,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
ソフトバンク,1.8,5,0,5,0,0,0,0,0,0,0,0,5.0,4,0,4,2,0,1,1,1.2,0.222,-,5.0
日本ハム,6.23,4,0,4,0,0,0,0,0,0,0,0,4.1,3,1,1,1,0,3,3,0.92,0.188,-,1.44
楽天,0.0,8,0,8,1,0,0,1,1,2,1,0,7.1,5,0,7,2,0,0,0,0.95,0.2,-,99.0
オリックス,4.5,7,0,7,0,0,0,0,0,0,0,0,6.0,5,0,5,3,0,3,3,1.33,0.217,-,2.0
西武,9.64,5,0,5,0,1,0,0,0,0,0,1,4.2,8,2,4,0,0,5,5,1.71,0.381,-,0.93
