アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,186,37.3%,安打,158,76.7%
フライ,190,38.1%,四死球,43,20.9%
空三振,80,16.0%,失策出塁,5,2.4%
見三振,22,4.4%,野選,0,0.0%
犠打,21,4.2%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
