打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,37,7,0.189,1,10,3,0,1,0.244
2打席目,38,7,0.184,0,15,2,0,1,0.22
3打席目,29,5,0.172,0,9,7,0,0,0.333
4打席目,23,5,0.217,0,7,2,0,0,0.28
5打席目以上,7,1,0.143,0,2,1,0,0,0.25
