打順,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
Home,0.202,40,123,109,8,22,6,0,2,34,8,24,10,1,3,1,0,2,0,0,0.287,0.312,0.599
Visitor,0.213,28,101,89,5,19,2,0,2,27,10,18,8,0,1,2,1,1,0,0,0.283,0.303,0.586
