打順,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
Day,0.153,24,82,72,2,11,1,0,1,15,4,15,7,0,2,1,0,0,0,0,0.247,0.208,0.455
Nighter,0.238,44,142,126,11,30,7,0,3,46,14,27,11,1,2,2,1,3,0,0,0.307,0.365,0.672
