種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
Home,3.09,7,7,0,2,4,0,0,0,0,0,0,43.2,47,2,28,9,3,15,15,1.28,0.281,2.57,-
Visitor,3.09,4,4,0,0,2,0,0,0,0,0,0,23.1,20,2,16,4,0,9,8,1.03,0.23,1.33,-
