条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.261,123,111,29,4,1,2,16,8,3,1,0
対左打者,0.266,151,143,38,8,2,2,28,5,0,3,0
