条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.240,29,25,6,1,1,0,0,1,0,3,0,.269
1-0より,.364,22,22,8,5,1,0,0,0,0,0,0,.364
2-0より,.400,5,5,2,0,0,0,0,0,0,0,0,.400
3-0より,-,0,0,0,0,0,0,0,0,0,0,0,-
0-1より,.364,23,22,8,0,0,0,0,0,0,1,0,.364
1-1より,.276,29,29,8,0,0,1,0,0,0,0,0,.276
2-1より,.273,12,11,3,0,1,1,0,0,1,0,0,.333
3-1より,1.000,6,3,3,2,0,0,0,3,0,0,0,1.000
0-2より,.269,26,26,7,1,0,0,7,0,0,0,0,.269
1-2より,.250,58,56,14,2,0,1,18,0,2,0,0,.276
2-2より,.147,34,34,5,1,0,0,12,0,0,0,0,.147
3-2より,.143,30,21,3,0,0,1,7,9,0,0,0,.400
