アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,91,48.1%,安打,67,78.8%
フライ,50,26.5%,四死球,16,18.8%
空三振,38,20.1%,失策出塁,2,2.4%
見三振,6,3.2%,野選,0,0.0%
犠打,4,2.1%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
