アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,56,32.6%,安打,39,57.4%
フライ,50,29.1%,四死球,27,39.7%
空三振,43,25.0%,失策出塁,2,2.9%
見三振,21,12.2%,野選,0,0.0%
犠打,2,1.2%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
