アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,23,41.1%,安打,24,64.9%
フライ,19,33.9%,四死球,12,32.4%
空三振,9,16.1%,失策出塁,1,2.7%
見三振,4,7.1%,野選,0,0.0%
犠打,1,1.8%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
