種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
DayGame,7.11,6,0,6,0,0,1,0,1,0,0,0,6.1,7,1,3,4,1,5,5,1.74,0.269,-,1.27
Nighter,6.08,14,0,14,0,2,5,0,5,0,0,2,13.1,17,1,10,6,1,9,9,1.73,0.315,-,1.48
