球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,207,64.7%,147.9,9,41,51,61,48.8%,8.6%,0.36,50,18,1,6,8,0
スライダー,50,15.6%,130.0,2,8,3,26,26.0%,12.5%,0.077,13,1,0,2,0,1
チェンジアップ,28,8.8%,129.8,3,2,5,9,35.7%,17.6%,0.5,10,5,1,1,0,1
フォーク,13,4.1%,136.5,3,1,5,2,69.2%,30.0%,0.0,5,0,0,3,0,0
ツーシーム,12,3.8%,142.8,0,2,2,7,33.3%,0.0%,0.0,1,0,0,0,1,0
パーム,10,3.1%,120.2,4,1,1,4,60.0%,80.0%,0.0,1,0,0,1,0,0
