防御率6.41,試合20,先発0,救援20,連投(試)0,連投(日)0,勝利0,敗戦2,HLD6,Ｓ0,ＨＰ6,ＳＰ0,救勝0,救敗2,完投0,完封0,無四球0
勝率,回数,被打者,投球数,P/IP,被安,被本,三振,四球,故意四,死球,暴投,ボーク,失点,自責,WHIP,QS率
.000,19.2,93,320,16.3,24,2,13,10,1,2,1,0,14,14,1.73,-
