条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.263,45,38,10,3,0,0,0,3,1,3,0,.333
1-0より,.333,22,18,6,0,0,0,0,0,1,2,1,.350
2-0より,.000,5,3,0,0,0,0,0,1,0,0,1,.200
3-0より,-,0,0,0,0,0,0,0,0,0,0,0,-
0-1より,.444,28,27,12,3,0,0,0,0,0,1,0,.444
1-1より,.208,26,24,5,1,1,0,0,0,0,1,1,.200
2-1より,.556,9,9,5,0,0,1,0,0,0,0,0,.556
3-1より,.000,3,1,0,0,0,0,0,2,0,0,0,.667
0-2より,.094,32,32,3,0,0,0,16,0,0,0,0,.094
1-2より,.283,46,46,13,2,0,1,14,0,0,0,0,.283
2-2より,.128,40,39,5,2,0,0,18,0,0,0,1,.125
3-2より,.190,34,21,4,0,0,0,6,13,0,0,0,.500
