アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,72,35.3%,安打,63,73.3%
フライ,71,34.8%,四死球,21,24.4%
空三振,41,20.1%,失策出塁,2,2.3%
見三振,13,6.4%,野選,0,0.0%
犠打,7,3.4%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
