打率.244,試合95,打席290,打数258,得点35,安打63,内安6,内安率9.5,２Ｂ11,３Ｂ1,本塁2,HR勝敗2-0-0,塁打82,打点20,三振54
四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,成功率,失策,捕逸,併殺打,得点圏,出塁率,長打率,OPS
19,4,2,7,4,11,4,73.3,7,0,4,.239,.297,.318,.615
