条件,打率,打席,打数,安打,2塁,3塁,本塁,打点,三振,四球,死球,犠打,犠飛,出塁率
無し,0.253,158,146,37,8,1,0,0,35,12,0,0,0,0.31
1塁,0.22,47,41,9,1,0,2,4,7,1,2,3,0,0.273
2塁,0.231,18,13,3,1,0,0,2,2,3,0,2,0,0.375
3塁,0.2,5,5,1,0,0,0,1,1,0,0,0,0,0.2
1・2塁,0.226,34,31,7,1,0,0,2,5,1,0,2,0,0.25
1・3塁,0.125,11,8,1,0,0,0,3,1,1,0,0,2,0.182
2・3塁,0.5,6,4,2,0,0,0,4,0,1,0,0,1,0.5
満塁,0.3,11,10,3,0,0,0,4,3,0,0,0,1,0.273
得点圏,0.239,85,71,17,2,0,0,16,12,6,0,4,4,0.284
