アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,3,18.8%,安打,9,64.3%
フライ,6,37.5%,四死球,5,35.7%
空三振,5,31.3%,失策出塁,0,0.0%
見三振,2,12.5%,野選,0,0.0%
犠打,0,0.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
