アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,12,18.8%,安打,14,63.6%
フライ,19,29.7%,四死球,8,36.4%
空三振,27,42.2%,失策出塁,0,0.0%
見三振,4,6.3%,野選,0,0.0%
犠打,2,3.1%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
