アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,134,35.3%,安打,135,71.1%
フライ,120,31.6%,四死球,52,27.4%
空三振,90,23.7%,失策出塁,3,1.6%
見三振,29,7.6%,野選,0,0.0%
犠打,7,1.8%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
