条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.278,313,281,78,17,4,13,58,22,2,5,3
対左打者,0.251,257,227,57,10,2,2,61,26,2,2,0
