条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.373,67,59,22,1,1,3,0,4,0,4,0,0.413
1-0より,.600,31,30,18,6,3,2,0,0,0,1,0,0.6
2-0より,.400,5,5,2,0,1,0,0,0,0,0,0,0.4
3-0より,-,6,0,0,0,0,0,0,6,0,0,0,1.0
0-1より,.260,54,50,13,2,0,5,0,0,3,0,1,0.296
1-1より,.423,54,52,22,4,1,1,0,0,0,1,1,0.415
2-1より,.440,27,25,11,4,0,1,0,1,1,0,0,0.481
3-1より,.818,17,11,9,1,0,2,0,5,0,0,1,0.824
0-2より,.150,60,60,9,1,0,0,29,0,0,0,0,0.15
1-2より,.131,85,84,11,3,0,0,40,0,0,1,0,0.131
2-2より,.143,84,84,12,3,0,0,31,0,0,0,0,0.143
3-2より,.125,80,48,6,2,0,1,19,32,0,0,0,0.475
