左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
41.3% (19),41.3% (19),41.3% (19),21.7% (10),21.7% (10),21.7% (10),37.0% (17),37.0% (17),37.0% (17)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
30.8% (4),- (0),45.5% (15),38.5% (5),- (0),15.2% (5),30.8% (4),- (0),39.4% (13)
