条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.132,43,38,5,1,0,0,16,4,0,0,1
対左投手,0.286,34,28,8,2,0,0,4,4,0,2,0
