条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.300,11,10,3,0,1,1,0,1,0,0,0,0.364
1-0より,.500,7,6,3,1,0,2,0,1,0,0,0,0.571
2-0より,.000,5,5,0,0,0,0,0,0,0,0,0,0.0
3-0より,-,2,0,0,0,0,0,0,2,0,0,0,1.0
0-1より,.273,11,11,3,1,0,0,0,0,0,0,0,0.273
1-1より,.455,11,11,5,0,0,0,0,0,0,0,0,0.455
2-1より,.200,5,5,1,1,0,0,0,0,0,0,0,0.2
3-1より,1.000,6,1,1,1,0,0,0,5,0,0,0,1.0
0-2より,.167,6,6,1,0,0,0,1,0,0,0,0,0.167
1-2より,.158,19,19,3,0,0,0,11,0,0,0,0,0.158
2-2より,.421,19,19,8,0,0,1,5,0,0,0,0,0.421
3-2より,.214,25,14,3,1,0,0,8,10,1,0,0,0.56
