アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,20,26.3%,安打,31,60.8%
フライ,31,40.8%,四死球,20,39.2%
空三振,16,21.1%,失策出塁,0,0.0%
見三振,9,11.8%,野選,0,0.0%
犠打,0,0.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
