防御率3.67,試合22,先発6,救援16,連投(試)0,連投(日)0,勝利2,敗戦1,HLD0,Ｓ0,ＨＰ0,ＳＰ0,救勝0,救敗0,完投0,完封0,無四球0
勝率,回数,被打者,投球数,P/IP,被安,被本,三振,四球,故意四,死球,暴投,ボーク,失点,自責,WHIP,QS率
.667,61.1,265,996,16.2,67,1,31,18,3,4,2,0,25,25,1.39,16.7%
