条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
無し,.368,20,19,7,1,1,1,3,1,0,0,0,.400
1塁,.273,11,11,3,0,0,1,2,0,0,0,0,.273
2塁,.000,1,1,0,0,0,0,0,0,0,0,0,.000
3塁,.000,4,1,0,0,0,0,0,1,0,0,2,.250
1・2塁,.000,2,2,0,0,0,0,0,0,0,0,0,.000
1・3塁,-,0,0,0,0,0,0,0,0,0,0,0,-
2・3塁,.000,1,1,0,0,0,0,0,0,0,0,0,.000
満塁,-,0,0,0,0,0,0,0,0,0,0,0,-
得点圏,.000,8,5,0,0,0,0,0,1,0,0,2,.125
