球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,44,32.4%,147.3,4,9,14,9,61.4%,15.4%,0.5,8,4,2,1,1,0
チェンジアップ,43,31.6%,135.6,5,6,6,11,39.5%,19.2%,0.235,17,4,0,3,1,0
ツーシーム,31,22.8%,145.0,2,4,5,13,35.5%,14.3%,0.125,8,1,0,1,0,0
スライダー,18,13.2%,137.3,1,3,4,8,44.4%,14.3%,0.5,2,1,0,0,0,0
