球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,68,55.7%,146.0,6,14,20,16,58.8%,15.8%,.154,13,2,0,2,0,0
カットボール,21,17.2%,137.6,3,5,4,6,57.1%,30.0%,.000,6,0,0,4,0,0
ツーシーム,11,9.0%,136.7,1,1,1,6,27.3%,25.0%,.000,2,0,0,0,2,0
スライダー,10,8.2%,128.3,0,0,1,7,10.0%,0.0%,.500,2,1,0,0,0,0
カーブ,5,4.1%,120.8,1,2,0,2,60.0%,100.0%,.000,1,0,0,1,0,0
チェンジアップ,5,4.1%,125.2,1,1,0,2,40.0%,50.0%,.500,2,1,0,1,0,0
フォーク,1,0.8%,130.0,0,0,0,0,0.0%,0.0%,1.000,1,1,0,0,0,0
スプリット,1,0.8%,132.0,0,0,0,1,0.0%,-%,-,0,0,0,0,0,0
