条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.241,311,274,66,4,0,0,44,21,0,16,0
対左投手,0.216,127,111,24,0,0,0,23,7,2,7,0
