打率.234,試合125,打席438,打数385,得点31,安打90,内安21,内安率23.3,２Ｂ4,３Ｂ0,本塁0,HR勝敗0,塁打94,打点14,三振67
四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,成功率,失策,捕逸,併殺打,得点圏,出塁率,長打率,OPS
28,0,2,23,0,21,7,75.0,5,0,2,.208,.289,.244,.533
